fpsicon,operatetemp,productlink,sensordet,productimage,resolutionicon,productcode,isp,filtervalue,sortmp,fpsdet,listid,productfilter,sensorformat,webstorelink,productdesc,connectoricon,chromedet,imagealttag,sortfps,customRoiFps,connectordet,resolutiondet,focusicon,chromeicon,sensoricon
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-xavier-nx-cameras/18mp-camera-for-jetson-xavier-nx.asp,AR1820,/images/hub-page/e-cam131_cunx.png,/images/icons/resolution.png,e-CAM180_CUNX &nbsp;&nbsp;(Xavier NX),No,fixed color 18mp mipi rolling nx onsemi 30fps without-enclosure 1-25ps 1-23 hd ultra-hd smart_surveillance no,18,59FPS,95,,1/2.3,/webstore.asp,13MP Camera for Jetson Xavier NX,/images/icons/usb.png,Color,13MP Camera for Jetson Xavier NX/NANO,59,,MIPI CSI-2,18.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-xavier-cameras/six-synchronized-18mp-camera.asp,AR1820,/images/eCAM/e-CAM180_CUXVR/18mp-camera-for-jetson-agx-xavier-thumb.png,/images/icons/resolution.png,e-CAM180_CUXVR &nbsp;&nbsp;(AGX Xavier),No,fixed color 18mp mipi rolling xavier onsemi lt30fps without-enclosure ultra-hd hd smart_traffic street_surveil parking_lot_management 1-25ps 1-23 no,18,13FPS,96,,1/2.3,/webstore.asp,Six Synchronized 18MP Cameras for Jetson AGX Xavier&trade;,/images/icons/usb.png,Color,Six Synchronized 18MP Cameras for Jetson AGX Xavier&trade;,13,,MIPI CSI-2,18.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-20°C to 60°C,/nvidia-cameras/jetson-agx-xavier-cameras/180-degree-4k-cameras.asp,AR1335,/images/hub-page/e-cam24_cunx.png,/images/icons/resolution.png,e-CAM130A_CUXVR_3H02R1&nbsp;&nbsp;(AGX Xavier),Yes,fixed color 13mp mipi rolling xavier onsemi 30fps without-enclosure ultra-hd smart_traffic sports_broadcasting autonomous_mobile_robots 1-1ps 1-32 yes,13,30FPS,97,all nvidia-camera platform,1/3.2,/webstore.asp,Multi-Camera solution with 180° image stitching,/images/icons/usb.png,Color,180-degree image stitching  Camera,30,,MIPI CSI-2,13.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-xavier-cameras/ar0821-4k-hdr-cameras.asp,AR0821,/images/eCAM/e-CAM81_CUXVR/multiple-cameras-connected-with-jetson-agx-xavier-thumb.png,/images/icons/resolution.png,e-CAM81_CUXVR&nbsp;&nbsp;(AGX Xavier),Yes,fixed color 8mp mipi rolling xavier hdr onsemi 60fps without-enclosure ultra-HD 2-1ps 1-2 yes,8,60FPS,98,all nvidia-camera platform,1/1.7,/webstore.asp#81CUXVR,4K HDR Cameras for Jetson AGX Xavier&trade;,/images/icons/usb.png,Color,4K HDR Cameras for Jetson AGX Xavier&trade;,60,,MIPI CSI-2,8.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
,-30°C to 70°C,/aetina/jetson-agx-xavier-cameras/ar0521-5mp-synchronized-multi-camera.asp,AR0521,,,e-CAM51_CUXVR&nbsp;&nbsp;(AGX Xavier),Yes,fixed color 5mp mipi rolling xavier onsemi 100fps without-enclosure  2-2ps 1-25 yes,5,100FPS,99,all nvidia-camera,1/2.5,/webstore.asp,,,Color,,100,,MIPI CSI-2,5.0 MP,,,
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-xavier-cameras/ar0234-global-shutter-camera.asp,AR0234,/images/eCAM/e-CAM25_CUXVR/global-ar0234-camera-connected-with-agx-xavier-dev-kit-thumb.png,/images/icons/resolution.png,e-CAM25_CUXVR&nbsp;&nbsp;(AGX Xavier),Yes,2mp mipi xavier color fixed Global hd onsemi 100fps without-enclosure 3ps 1-26 smart_traffic auto_farming autonomous_mobile_robots yes,2,120FPS,100,all nvidia-camera platform,1/2.6,/webstore.asp,Synchronized Global Shutter Multi-Camera (AGX Xavier),/images/icons/usb.png,Color,Synchronized Global Shutter Multi-Camera,120,,MIPI CSI-2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 85°C,/nvidia-cameras/jetson-agx-xavier-cameras/2mp-ov2311-global-shutter-monochrome-camera.asp,OV2311,/images/hub-page/e-cam24_cunx.png,/images/icons/resolution.png,e-CAM24_CUXVR&nbsp;&nbsp;(AGX Xavier),No,fixed monochrome 2mp OmniVision mipi Global 200fps without-enclosure xavier low-light street_surveil ultra_lowlight 2-9ps 1-29 no,2,280FPS,101,platform,1/2.9,/webstore.asp,2MP Global Shutter Monochrome Camera (Xavier),/images/icons/usb.png,Mono,2MP Global Shutter Monochrome Camera,280,,MIPI CSI-2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 85°C,/nvidia-cameras/jetson-agx-xavier-cameras/sony-starvis-imx462-ultra-low-light-camera.asp,IMX462,/images/hub-page/e-cam24_cunx.png,/images/icons/resolution.png,e-CAM23_CUXVR&nbsp;&nbsp;(AGX Xavier),No,fixed color sony 2mp mipi rolling 60fps without-enclosure xavier low-light smart_surveillance smart_traffic sports_broadcasting parking_lot_management ophthalmology 2-9ps 1-28 no starvis,2,60FPS,102,,1/2.8,/webstore.asp,2MP Global Shutter Monochrome Camera (Xavier),/images/icons/usb.png,Color,2MP Global Shutter Monochrome Camera,60,,MIPI CSI-2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 85°C,/nvidia-cameras/jetson-agx-xavier-cameras/sony-imx327-ultra-low-light-camera.asp,IMX327,/images/hub-page/e-cam22_cuxvr.png,/images/icons/resolution.png,e-CAM22_CUXVR&nbsp;&nbsp;(AGX Xavier),No,fixed color 2mp mipi rolling low-light hd xavier sony 60fps without-enclosure 2-9ps 1-28 parking_lot_management quality_control_inspection sports_broadcasting no starvis,2,60FPS,103,,1/2.8,/webstore.asp,SONY IMX327 Camera for Jetson Xavier,/images/icons/usb.png,Color,SONY IMX327 Camera for Jetson Xavier,60,,MIPI CSI-2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-xavier-cameras/ar0234-gmsl2-camera.asp,AR0234,/images/eCAM/NileCAM25_CUXVR/gmsl-camera-with-15-meters-cable-support-thumb.png,/images/icons/resolution.png,NileCAM25_CUXVR&nbsp;&nbsp;(AGX Xavier),Yes,fixed color 2mp gmsl Global xavier hd onsemi 100fps without-enclosure 1-26 autonomous_mobile_robots smart_traffic yes,2,120FPS,104,all nvidia-camera platform,1/2.6,/webstore.asp,Full HD GMSL2 Global Shutter camera,/images/icons/usb.png,Color,Full HD GMSL2 Global Shutter camera,120,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/nvidia-cameras/jetson-agx-xavier-cameras/ar0233-gmsl2-camera.asp,AR0233AT,/images/eCAM/NileCAM21_CUXVR/full-hd-hdr-camera-connected-with-adaptor-board-thumb.png,/images/icons/resolution.png,NileCAM21_CUXVR&nbsp;&nbsp;(AGX Xavier),Yes,fixed color 2mp gmsl rolling xavier hdr hd onsemi 60fps without-enclosure 3ps 1-25 auto_farming fleet_management yes,2,60FPS,105,all nvidia-camera,1/2.5,/webstore.asp,Full HD GMSL2 Camera for Jetson AGX Xavier,/images/icons/usb.png,Color,Full HD GMSL2 Camera for Jetson AGX Xavier,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-nano-cameras/ar0821-8mp-4k-hdr-gmsl2-camera.asp,AR0821,/images/eCAM/NileCAM25_CUXVR/gmsl-camera-with-15-meters-cable-support-thumb.png,/images/icons/resolution.png,NileCAM81_CUNX&nbsp;&nbsp;(Xavier NX/Nano),Yes,fixed color 8mp gmsl nx nano hd hdr rolling onsemi 30fps 3ps without-enclosure 1-2 autonomous_mobile_robots auto_farming yes,8,30FPS,106,all nvidia-camera platform,1/2,/webstore.asp,AR0821 4K HDR GMSL2 camera,/images/icons/usb.png,Color,AR0821 4K HDR GMSL2 camera,30,,GMSL2,8.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-xavier-nx-cameras/ar0234-full-hd-gmsl2-global-shutter-camera.asp,AR0234,/images/eCAM/NileCAM25_CUXVR/gmsl-camera-with-15-meters-cable-support-thumb.png,/images/icons/resolution.png,NileCAM25_CUNX&nbsp;&nbsp;(Xavier NX/Nano),Yes,fixed color 2mp gmsl Global nx nano hd onsemi 100fps 3ps without-enclosure 1-26 autonomous_mobile_robots auto_farming yes,2,120FPS,107,all nvidia-camera platform,1/2.6,/webstore.asp,AR0234CS Full HD GMSL2 Global Shutter camera,/images/icons/usb.png,Color,AR0234CS Full HD GMSL2 Global Shutter camera,120,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-xavier-nx-cameras/ar0230-full-hd-gmsl2-hdr-camera.asp,AR0230AT,/images/eCAM/NileCAM25_CUXVR/gmsl-camera-with-15-meters-cable-support-thumb.png,/images/icons/resolution.png,NileCAM20_CUNX&nbsp;&nbsp;(Xavier NX/Nano),Yes,fixed color 2mp gmsl rolling nx nano hd hdr onsemi 60fps 3ps without-enclosure 1-27 smart_traffic yes,2,60FPS,108,all nvidia-camera,1/2.7,/webstore.asp,AR0230 Full HD GMSL2 HDR camera for NVIDIA Jetson Xavier NX/Nano,/images/icons/usb.png,Color,AR0230 Full HD GMSL2 HDR camera for NVIDIA Jetson Xavier NX/Nano,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
,-30°C to 70°C,/ti-cameras/ar0234-global-shutter-camera-tda4vm-ti-edge-ai.asp,AR0234,,,e-CAM20_CUTDA4 (TI TDA4VM-SK),Yes,fixed color 2mp mipi Global TI TDA4VM onsemi hd 100fps without-enclosure 3ps 1-26 yes,2,120FPS,109,platform,1/2.6,/webstore.asp,,,Color,,120,,MIPI CSI-2,Full HD,,,
,-30°C to 70°C,/ti-cameras/ar0521-camera-tda4vm-ti-edge-ai.asp,AR0521,,,e-CAM50_CUTDA4 (TI TDA4VM-SK),Yes,fixed color 5mp mipi rolling TI TDA4VM onsemi 100fps without-enclosure 2-2ps 1-25 low-noise hd yes,5,100FPS,110,,1/2.5,/webstore.asp,,,Color,,100,,MIPI CSI-2,5.0 MP,,,
,-30°C to 70°C,/ti-cameras/4k-onsemi-ar0821-hdr-camera-tda4vm-ti-edge-ai.asp,AR0821,,,e-CAM81_CUTDA4 (TI TDA4VM-SK),Yes,fixed color 8mp mipi rolling TI TDA4VM onsemi 60fps hdr without-enclosure 2-2ps 1-17 yes,8,60FPS,111,platform,1/1.7,/webstore.asp,,,Color,,60,,MIPI CSI-2,8.0 MP,,,
,-20°C to 70°C,/fpd-link-iii-serdes/ar0234-global-shutter-camera-for-ti-sk-tda4vm.asp,AR0234,,,NeduCAM25_CUTDA4  (TI TDA4VM-SK),Yes,fixed color 2mp Global TI TDA4VM fpd-link-iii onsemi hd 100fps without-enclosure 3ps 1-26 yes,2,120FPS,112,platform,1/2.6,/webstore.asp,,,Color,,120,,FPD-Link III,Full HD,,,
,-30°C to 70°C,/fpd-link-iii-serdes/4k-onsemi-ar0821-hdr-camera-for-ti-sk-tda4vm.asp,AR0821,,,NeduCAM81_CUTDA4  (TI TDA4VM-SK),Yes,fixed color 8mp fixed rolling hdr ultra-hd onsemi TI TDA4VM 60fps without-enclosure yes,8,60FPS,113,platform,1/1.7,/webstore.asp,,,Color,,60,,FPD-Link III,8.0 MP,,,
/images/icons/fps.png,-30°C to 70°C,/diamond-systems/5mp-mipi-camera-board.asp,AR0521,/images/hub-page/e-cam51_cunx.png,/images/icons/resolution.png,e-CAM51_CUNX&nbsp;&nbsp;(Diamond Systems),Yes,5mp mipi nx color fixed rolling hd low-light onsemi without-enclosure 100fps 1-25 2-2ps yes,5,100FPS,114,all nvidia-camera,1/2.5,/webstore.asp,Multiple camera for Jetson Xavier NX FLOYD Dev Kit,/images/icons/usb.png,Color,Multiple 4-lane camera solution for Jetson Xavier NX FLOYD carrier board,100,,MIPI CSI-2,5.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/diamond-systems/18mp-multi-camera-solution-for-jetson-xavier-nx.asp,AR1820,/images/hub-page/e-cam51_cunx.png,/images/icons/resolution.png,e-CAM181_CUNX &nbsp;&nbsp;(Diamond Systems),No,18mp mipi nx color fixed rolling hd ultra-hd onsemi without-enclosure lt30fps 1-23 1-25ps no,18,13FPS,115,,1/2.3,/webstore.asp,Multiple camera for Jetson Xavier NX FLOYD Dev Kit,/images/icons/usb.png,Color,Multiple 4-lane camera solution for Jetson Xavier NX FLOYD carrier board,13,,MIPI CSI-2,18.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/diamond-systems/4k-camera-for-jetson-xavier-nx.asp,AR1335,/images/hub-page/e-cam130_cunx.png,/images/icons/resolution.png,e-CAM130_CUNX&nbsp;&nbsp;(Diamond Systems),Yes,300-2000 13mp mipi nx color onsemi fixed rolling hd ultra-hd without-enclosure 100fps 1-32 1-1ps yes,13,115FPS,116,all nvidia-camera platform,1/3.2,/webstore.asp,Multiple camera for Jetson Xavier NX FLOYD Dev Kit,/images/icons/usb.png,Color,Multiple 4-lane camera solution for Jetson Xavier NX FLOYD carrier board,115,816FPS,MIPI CSI-2,13.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/diamond-systems/ar0234-global-shutter-camera.asp,AR0234,/images/hub-page/e-cam130_cunx.png,/images/icons/resolution.png,e-CAM25_CUNX&nbsp;&nbsp;(Diamond Systems),Yes,fixed color 2mp mipi Global nx onsemi hd 100fps without-enclosure 3ps 1-26 autonomous_mobile_robots smart_traffic yes,2,120FPS,117,all nvidia-camera platform,1/2.6,/webstore.asp,Multiple camera for Jetson Xavier NX FLOYD Dev Kit,/images/icons/usb.png,Color,Multiple 4-lane camera solution for Jetson Xavier NX FLOYD carrier board,120,,MIPI CSI-2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 85°C,/toshiba/sony-imx327-ultra-low-light-camera.asp,IMX327,/images/hub-page/e-cam22_cuxvr.png,/images/icons/resolution.png,e-CAM22_CUXVR&nbsp;&nbsp;(Toshiba DME),No,fixed color 2mp mipi rolling low-light hd xavier sony 30fps without-enclosure 2-9ps 1-28 no starvis,2,30FPS,118,,1/2.8,/webstore.asp,2MP MIPI Camera for Toshiba DMEs Jetson AGX Xavier Edge AI Box,/images/icons/usb.png,Color,IMX327 Ultra Low-Light MIPI Camera for Toshiba DMEs Jetson AGX Xavier Edge AI Box,30,,MIPI CSI-2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-xavier-cameras/ip67-rugged-gmsl2-global-shutter-camera.asp,AR0234,/images/hub-page/sturdecam20_cuxvr.png,/images/icons/resolution.png,STURDeCAM25_CUXVR &nbsp;&nbsp;(AGX Xavier),Yes,fixed color 2mp gmsl Global onsemi 100fps with-enclosure xavier 3ps 1-26 hd autonomous_mobile_robots smart_traffic fleet_management yes,2,120FPS,119,all nvidia-camera platform,1/2.6,/webstore.asp,FHD Global Shutter GMSL2 camera for Jetson AGX Xavier,/images/icons/usb.png,Color,IP67 Global Shutter GMSL2 Multi-camera,120,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/nvidia-cameras/jetson-agx-xavier-cameras/2mp-ip67-gmsl2-rugged-camera.asp,AR0230AT,/images/hub-page/sturdecam20_cuxvr.png,/images/icons/resolution.png,STURDeCAM20_CUXVR&nbsp;&nbsp;(AGX Xavier),Yes,fixed color 2mp gmsl rolling hdr onsemi 60fps with-enclosure xavier 3ps 1-27 hd low-light fleet_management yes,2,60FPS,120,all nvidia-camera,1/2.7,/webstore.asp,IP67 HDR GMSL2 Multi-camera for Jetson AGX Xavier,/images/icons/usb.png,Color,IP67 HDR GMSL2 Multi-camera,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/connect-tech/rogue/ip67-gmsl2-AR0230-camera.asp,AR0230AT,/images/hub-page/nilecam21_cuxvr-connect-tech-rogue.png,/images/icons/resolution.png,STURDeCAM20_CUXVR&nbsp;&nbsp;(Connect tech Rogue),Yes,fixed color 2mp gmsl rolling hdr onsemi 60fps with-enclosure xavier 3ps 1-27 hd low-light fleet_management yes,2,60FPS,121,all nvidia-camera,1/2.7,/webstore.asp,Full HD GMSL2 camera for Connect Techs Jetson Xavier Rogue,/images/icons/usb.png,Color,Full HD GMSL2 camera board,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/toshiba/2mp-ip67-gmsl2-rugged-camera.asp,AR0230AT,/images/hub-page/sturdecam20_cuxvr-toshiba.png,/images/icons/resolution.png,STURDeCAM20_CUXVR&nbsp;&nbsp;(Toshiba DME),Yes,fixed color 2mp gmsl rolling hdr onsemi 60fps with-enclosure Xavier 3ps 1-27 hd low-light fleet_management yes,2,60FPS,122,all nvidia-camera,1/2.7,/webstore.asp,IP67 Full HD Camera for Toshiba DMEs Jetson AGX Xavier Edge AI Box,/images/icons/usb.png,Color,IP67 HDR GMSL2 Multi-camera,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/connect-tech/rudi-nx/ip67-gmsl2-AR0230-camera.asp,AR0230AT,/images/hub-page/sturdecam20-connect-tech-rudi-nx.png,/images/icons/resolution.png,STURDeCAM20&nbsp;&nbsp;(Connect tech Rudi-NX),Yes,fixed color 2mp gmsl nx rolling hdr onsemi 60fps with-enclosure 3ps 1-27 hd low-light fish_farming smart_traffic yes,2,60FPS,123,all gmsl-cameras,1/2.7,/webstore.asp#sturdecam,IP67 Full HD GMSL2 HDR camera for Connect Techs Rudi-NX,/images/icons/usb.png,Color,IP67 HDR GMSL2 Multi-camera,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/connect-tech/rogue/ar0233-hdr-gmsl2-camera.asp,AR0233AT,/images/hub-page/sturdecam20-connect-tech-rogue.png,/images/icons/resolution.png,NileCAM21_CUXVR&nbsp;&nbsp;(Connect Tech Rogue),Yes,fixed color 2mp gmsl rolling xavier hdr hd onsemi 60fps without-enclosure 3ps 1-25 yes,2,60FPS,124,all nvidia-camera,1/2.5,/webstore.asp,HDR GMSL2 camera for Connect Techs Jetson AGX Xavier Rogue,/images/icons/usb.png,Color,2MP GMSL2 camera board,60,,GMSL2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/connect-tech/rudi-nx/ar0233-hdr-gmsl2-camera.asp,AR0233AT,/images/hub-page/nilecam21_cuxvr-connect-tech-rudi-nx.png,/images/icons/resolution.png,NileCAM21_CUXVR&nbsp;&nbsp;(Connect Tech Rudi-NX),Yes,fixed color 2mp gmsl rolling nx hdr hd onsemi 60fps without-enclosure 3ps 1-25 yes,2,60FPS,125,all nvidia-camera,1/2.5,/webstore.asp,HDR GMSL2 camera for Connect Techs Rudi-NX,/images/icons/usb.png,Color,2MP HDR GMSL2 Multi-camera,60,,GMSL2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/connect-tech/rudi-agx/ar0233-hdr-gmsl2-camera.asp,AR0233AT,/images/hub-page/nilecam21_cuxvr-connect-tech-rudi-agx.png,/images/icons/resolution.png,NileCAM21_CUXVR&nbsp;&nbsp;(Connect Tech Rudi-AGX),Yes,fixed color 2mp gmsl rolling xavier hdr hd onsemi 60fps without-enclosure 3ps 1-25 yes,2,60FPS,126,all nvidia-camera,1/2.5,/webstore.asp,HDR GMSL2 camera for Connect Techs Rudi-AGX,/images/icons/usb.png,Color,2MP GMSL2 camera board,60,,GMSL2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,0°C to 50°C,/3d-depth-cameras/tof-cameras/3d-mipi-tof-camera-nvidia-jetson-agx-orin-xavier.asp,Depth sensor,/images/hub-page/nilecam21_cuxvr-connect-tech-rudi-agx.png,/images/icons/resolution.png,DepthVista_MIPI_IRD &nbsp;&nbsp;(AGX Orin),No,0.3mp mipi orin ir depth fixed tof rolling 2-9ps 30fps with-enclosure 1-4 no 3d-depth-camera,0,30FPS,127,all 3d-depth-camera,1/4,/webstore.asp#e-CAM0M30_TOF_CUOAGX,Time of Flight (ToF) MIPI CSI 2 camera for Jetson AGX Orin,/images/icons/usb.png,NIR & Depth,3D Time of Flight (ToF) Camera for NVIDIA&reg; Jetson AGX Orin&trade; / AGX Xavier&trade;,30,,MIPI CSI-2,0.3 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
,-30°C to 70°C,/nvidia-cameras/jetson-agx-orin-cameras/18mp-ar1820hs-six-synchronized-cameras.asp,AR1820,,,e-CAM180_CUOAGX &nbsp;&nbsp;(AGX Orin),No,fixed color 18mp mipi rolling orin onsemi lt30fps without-enclosure ultra-hd hd smart_traffic street_surveil parking_lot_management 1-25ps 1-23 no,18,13FPS,128,,1/2.3,/webstore.asp,,,Color,,13,,MIPI CSI-2,18.0 MP,,,
/images/icons/fps.png,-20°C to 60°C,/nvidia-cameras/jetson-agx-orin-cameras/12mp-sony-starvis-imx412-ultra-low-light-camera.asp,IMX412,/images/eCAM/e-CAM121_CUOAGX/12mp-mipi-csi-2-ultra-low-light-camera-orin-dev-kit-thumb.png,/images/icons/resolution.png,e-CAM121_CUOAGX&nbsp;&nbsp;(AGX Orin),No,13mp mipi orin color fixed rolling low-light starvis 2-9ps 200fps  without-enclosure 1-23 no,12.3,240FPS,129,platform,1/2.3,/webstore.asp#e-CAM121_CUOAGX,12MP Sony&reg; Starvis&trade; IMX412 Ultra Low Light Camera,/images/icons/usb.png,Color,12MP Sony&reg; Starvis&trade; IMX412 Ultra Low Light Camera,240,,MIPI CSI-2,12.3 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-orin-cameras/sony-starvis-imx715-8mp-mipi-camera.asp,IMX715,/images/eCAM/Nile3CAM85_CUOAGX/8mp-gmsl3-low-light-camera-thumb.png,/images/icons/resolution.png,e-CAM85_CUOAGX&nbsp;&nbsp;(AGX Orin),no,8mp mipi orin color fixed rolling starvis 2-9ps 30fps low-light without-enclosure 1-28 no,8,30FPS,130,,1/ 2.8,/webstore.asp,Sony® Starvis™ IMX715 Camera for NVIDIA® Jetson AGX ORIN Dev Kit,/images/icons/usb.png,Color,Sony® Starvis™ IMX715 Camera for NVIDIA® Jetson AGX ORIN Dev Kit,30,,MIPI CSI-2,8.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-orin-cameras/4k-onsemi-ar0830-mipi-camera.asp,AR0830,/images/hub-page/nilecam21_cuxvr-connect-tech-rudi-agx.png,/images/icons/resolution.png,e-CAM84_CUOAGX&nbsp;&nbsp;(AGX Orin),Yes,8mp mipi orin color fixed rolling onsemi 2-9ps 100fps without-enclosure 1-29 yes,8,120FPS,131,platform,1/2.9,/webstore.asp,4K Camera based on onsemi AR0830 for NVIDIA&reg; Jetson AGX Orin&trade;,/images/icons/usb.png,Color,4K Camera based on onsemi AR0830 for NVIDIA&reg; Jetson AGX Orin&trade;,120,,MIPI CSI-2,8.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-orin-cameras/8mp-sony-imx485-low-light-mipi-camera.asp,IMX485,/images/hub-page/nilecam21_cuxvr-connect-tech-rudi-agx.png,/images/icons/resolution.png,e-CAM82_CUOAGX&nbsp;&nbsp;(AGX Orin),No,8mp mipi orin color fixed rolling low-light ultra-hd hd sony 2-9ps 60fps  with-enclosure 1-12 no starvis,8,90FPS,132,,1/1.2,/webstore.asp#e-CAM82_CUOAGX,4K camera based on SONY IMX485 for Jetson AGX Orin,/images/icons/usb.png,Color,4K Ultra low light camera based on SONY IMX485 for Jetson AGX Orin,90,,MIPI CSI-2,8.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/nvidia-cameras/jetson-agx-orin-cameras/4k-8mp-sony-imx415-low-light-camera.asp,IMX415,/images/hub-page/nilecam21_cuxvr-connect-tech-rudi-agx.png,/images/icons/resolution.png,e-CAM80_CUOAGX&nbsp;&nbsp;(AGX Orin),No,8mp mipi orin color fixed rolling low-light ultra-hd hd sony 1-45ps 100fps  without-enclosure 1-28 automated sports broadcasting smart_city quality_control_inspection no starvis,8,104FPS,133,platform,1/2.8,/webstore.asp,4K camera based on SONY IMX415 for Jetson AGX Orin,/images/icons/usb.png,Color,4K camera based on SONY IMX415 for Jetson AGX Orin,104,,MIPI CSI-2,8.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
,-40°C to +85°C,/nvidia-cameras/jetson-agx-orin-cameras/sony-isx031-120db-hdr-camera.asp,ISX031,,,e-CAM31_CUOAGX&nbsp;&nbsp;(AGX Orin),No,3-4mp mipi color orin fixed sonysubpixel rolling 2-1ps 60fps hdr without-enclosure no,3,60FPS,134,all nvidia-camera platform,1/2.42,/webstore.asp,,,Color,,60,,MIPI CSI-2,3.0 MP,,,
,-40°C to +80°C,/nvidia-cameras/jetson-agx-orin-cameras/2mp-ov2312-global-shutter-rgb-ir-camera.asp,OV2312,,,e-CAM27_CUOAGX&nbsp;&nbsp;(AGX Orin),Yes,2mp mipi color ir colornir orin fixed Global rgbir 2-1ps 30fps OmniVision without-enclosure yes,2,36FPS,135,platform,1/2.9,/webstore.asp#e-CAM27_CUOAGX,,,Color & NIR,,36,,MIPI CSI-2,2.0 MP,,,
,-30°C to 70°C,/nvidia-cameras/jetson-agx-orin-cameras/fhd-sony-starvis-imx462-low-light-camera.asp,IMX462,,,e-CAM22_CUOAGX&nbsp;&nbsp;(AGX Orin),No,2mp mipi color orin xavier fixed rolling low-light sony starvis 60fps without-enclosure no,2,60FPS,136,,1/2.9,/webstore.asp,,,Color,,60,,MIPI CSI-2,2.0 MP,,,
